"","gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv"
"10132","MAPK7",0,3,1,0,0,1.84029413890115,8.8478429929631,8.8478429929631,0,0.424546425304154,0.119158937791039,0.248793313158346,1,0.832396040869109,0.878855561841508,0.944133487671733,1,0.594897850232679,0.999999897690459
"6135","FAM188B2",0,0,0,0,0,0,0,0,0,0.114927349445994,0.533572969922437,0.248820786054198,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.594936067162283,0.999999897690459
"13249","PODNL1",1,0,0,0,0,0,0,0,0,0.106265583459075,0.640563663027424,0.248852257869424,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.594979843171233,0.999999897690459
"12128","OR51E2",1,0,0,0,0,0,0,0,0,0.102036881998364,0.71152391391199,0.248929512201109,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595087283914194,0.999999897690459
"6914","GALNTL6",0,7,0,1,0,2.51681051834692,3.10148941936122,3.10148941936122,0,0.119120794104769,0.365483006918423,0.248951576644247,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595117965431185,0.999999897690459
"4775","DBF4",0,0,0,0,0,0,0,0,0,0.115299897366733,0.531264208696902,0.24901325488605,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595203721193706,0.999999897690459
"10545","MMP19",0,0,0,0,0,0,0,0,0,0.11208131523495,0.564044099796634,0.249289330994023,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595587382784999,0.999999897690459
"4329","CRTAC1",3,1,0,0,0,0.257099111948115,0,0,0,0.132401087910359,0.408879970225818,0.249301265183346,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.59560396077205,0.999999897690459
"6266","FAM71B",3,7,0,0,0,2.22028729910201,0,0,0,0.135051209671899,0.527592019058625,0.249369099896206,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595698180283271,0.999999897690459
"6390","FBXO21",2,5,0,0,0,2.50034530451221,0,0,0,0.136331667699316,0.520821382582943,0.249402070874745,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595743968896065,0.999999897690459
"1983","BEX5",0,2,0,0,0,4.91077204700322,0,0,0,0.0992051031531294,0.832692046876003,0.249427590614112,1,0.825765404373043,0.88112990565182,0.944133487671733,1,0.595779406570343,0.999999897690459
"7356","GPR1",0,4,0,0,0,3.08671142165442,0,0,0,0.112406659819139,0.675546310074896,0.249520453782597,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.595908337839383,0.999999897690459
"14885","RP11-542P2.1",0,0,0,0,0,0,0,0,0,0.118806848676532,0.504931278412806,0.249610617478009,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.596033488090364,0.999999897690459
"20025","ZNF92",0,0,0,0,0,0,0,0,0,0.110373569190139,0.584979508005776,0.249632873922167,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.59606437577329,0.999999897690459
"10909","MUC4",5,9,0,0,0,0.616916650276767,0,0,0,0.299257573394636,0.143976544096802,0.249783197664019,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.596272944390433,0.999999897690459
"1497","ARL5B",0,2,0,0,0,4.71524761769011,0,0,0,0.106846889066424,0.717175661265371,0.249959958016836,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.596518077097612,0.999999897690459
"9848","LRRC8E",1,4,1,0,0,1.89633383628007,7.55841539289502,7.55841539289502,0,0.340897247804485,0.139425818243536,0.249995367128159,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.596567167712937,0.999999897690459
"10022","MAGEB5",0,0,0,0,0,0,0,0,0,0.10796299425467,0.617727422514244,0.250043225350469,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.596633509602939,0.999999897690459
"11269","NEDD1",0,5,1,0,0,2.64049841355161,3.62034689557619,3.62034689557619,0,0.138052378109547,0.311892970815356,0.250094218368164,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.5967041869205,0.999999897690459
"5180","DNAJB14",1,0,0,0,0,0,0,0,0,0.116183261274113,0.539735523518333,0.250269960143041,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.596947688799476,0.999999897690459
"11373","NHS",2,5,2,0,0,0.861851304514164,4.20111683547219,4.20111683547219,0,0.801573697695926,0.122448005145922,0.250340052014598,1,0.949273042169694,0.878855561841508,0.944133487671733,1,0.597044771304339,0.999999897690459
"11454","NMB",1,2,0,0,0,4.75008139364981,0,0,0,0.100888521351436,0.803381508269316,0.250353790558605,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597063797918871,0.999999897690459
"14604","RNF103",0,4,1,0,0,2.37852619181986,5.59722041607435,5.59722041607435,0,0.216634179745635,0.196586743443473,0.250612452083132,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597421879566028,0.999999897690459
"10157","MARCH7",0,5,1,0,0,2.6510397844707,3.5525526809691,3.5525526809691,0,0.136491293628163,0.318051227836417,0.250726044099791,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597579047860493,0.999999897690459
"8029","HNRNPLL",0,0,0,0,0,0,0,0,0,0.113660715260458,0.55678972664831,0.250767852908617,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597636882446594,0.999999897690459
"13600","PRIM2",0,0,0,0,0,0,0,0,0,0.119052225169221,0.508828251094365,0.250784216000358,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597659515793788,0.999999897690459
"13964","PTTG1IP",0,2,0,0,0,4.80249783843156,0,0,0,0.103334827140592,0.770872999230407,0.250942939771936,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597879006329385,0.999999897690459
"5137","DMRT1",0,0,0,0,0,0,0,0,0,0.107564062866831,0.630334269633699,0.250983305923595,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.597934810486386,0.999999897690459
"8505","IMPA2",1,1,1,0,0,1.24876287092792,10.5228169409269,10.5228169409269,0,0.842001489657303,0.0966541699741411,0.251002257704139,1,0.96163974443225,0.878855561841508,0.944133487671733,1,0.597961008121998,0.999999897690459
"7788","HELZ",4,8,1,0,1,1.07712589382226,1.07553611864674,1.07553611864674,3.03913248825568,0.879915264159466,0.945582810587438,0.987999320630708,0.25414426167766,0.972947857577315,0.948225817195519,0.988491327662544,1,0.598088300686708,0.999999897690459
"15979","SLC26A9",1,6,0,0,0,2.33372489580747,0,0,0,0.153524928438937,0.476750374165223,0.251411058092188,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.598525757457532,0.999999897690459
"19964","ZNF777",0,1,1,0,0,0.491315728565538,6.75627383525554,6.75627383525554,0,0.489295139553614,0.160252933173097,0.251413661404126,1,0.847690818844278,0.878855561841508,0.944133487671733,1,0.598529351748327,0.999999897690459
"11513","NOP58",1,0,0,0,0,0,0,0,0,0.117247543617546,0.536700173905346,0.251444988561257,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.598572601812936,0.999999897690459
"18674","UGT1A10",0,5,0,0,0,2.68634665200724,0,0,0,0.131409323584512,0.569200711316266,0.251553348873579,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.598722173242724,0.999999897690459
"15725","SHISA7",0,0,0,0,0,0,0,0,0,0.102866333301642,0.715999767617275,0.251617447287123,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.598810627309603,0.999999897690459
"13348","POU1F1",2,0,0,0,0,0,0,0,0,0.112336003640597,0.591578611513384,0.251681964652775,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.598899643029782,0.999999897690459
"3706","CHCHD4",0,2,0,0,0,4.74998421272122,0,0,0,0.105428176489996,0.746515966289844,0.251704483249602,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.59893070843165,0.999999897690459
"1130","ANKRD26",2,9,0,0,0,1.58918572647274,0,0,0,0.362869279875781,0.223953700472353,0.251743385594345,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.598984371193171,0.999999897690459
"7141","GLE1",0,0,0,0,0,0,0,0,0,0.11688405095218,0.532744671963743,0.251884727932133,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599179291371929,0.999999897690459
"6205","FAM230A",0,0,0,0,0,0,0,0,0,0.104475992659563,0.687447130862145,0.251894514461112,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599192784688693,0.999999897690459
"2904","CALCB",0,2,0,0,0,4.78822738660837,0,0,0,0.103897673405428,0.770250053263648,0.251953258605912,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599273771027818,0.999999897690459
"4292","CREB5",0,4,0,1,0,2.44807557130683,5.22743079170844,5.22743079170844,0,0.202305663140091,0.211598737189259,0.251990462103984,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599325053738228,0.999999897690459
"17301","TCIRG1",1,4,1,0,0,2.20979926105126,5.81016426215044,5.81016426215044,0,0.241747934424677,0.185929692857214,0.252003969303739,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599343671214665,0.999999897690459
"3343","CD209",1,4,0,0,0,2.8150581255201,0,0,0,0.13186895599812,0.551801798738128,0.252018526466153,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599363735083159,0.999999897690459
"4172","COQ3",0,1,1,0,0,1.16507053726967,10.6636746279089,10.6636746279089,0,0.891704040276494,0.0969013627684283,0.25204076603165,1,0.975322301861568,0.878855561841508,0.944133487671733,1,0.599394385842584,0.999999897690459
"7796","HEPHL1",2,2,0,0,0,0.351373061140062,0,0,0,0.161794899224198,0.289920395820165,0.252110230806597,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599490110153182,0.999999897690459
"18266","TRMT11",1,0,0,0,0,0,0,0,0,0.116246854777962,0.549503701585776,0.2521812803658,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599587998538917,0.999999897690459
"13690","PRPH",1,0,0,0,0,0,0,0,0,0.109165097277493,0.627104295849125,0.252311789599022,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.599767755218231,0.999999897690459
"6394","FBXO27",1,1,1,0,0,0.879433708568622,10.0759289484114,10.0759289484114,0,0.904423033960828,0.101432175906847,0.252401015100249,1,0.978508787782962,0.878855561841508,0.944133487671733,1,0.599890610961953,0.999999897690459
"6747","FSCB",6,14,0,0,0,1.14478945265202,0,0,0,0.739256548554247,0.122876432349417,0.252410805644278,1,0.931068412550363,0.878855561841508,0.944133487671733,1,0.599904089767732,0.999999897690459
"13704","PRR16",0,4,0,0,0,3.06352982115183,0,0,0,0.114690873890668,0.671036831854827,0.25259434155,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600156696449279,0.999999897690459
"12253","OR7A5",1,5,0,0,0,2.65162719979543,0,0,0,0.123380869777185,0.606153370001089,0.252620185412712,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600192255519159,0.999999897690459
"7216","GNAQ",1,0,0,0,0,0,0,0,0,0.113485184242771,0.579055181709773,0.252644207902853,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600225306156356,0.999999897690459
"15865","SLC17A2",0,0,0,0,0,0,0,0,0,0.115983732806627,0.545255846578961,0.252663875679663,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600252363788568,0.999999897690459
"15106","RPSAP58",0,2,0,0,0,4.8355426098441,0,0,0,0.102048380922054,0.808660243694152,0.252772297488749,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600401495894585,0.999999897690459
"9278","KRT76",0,1,1,0,0,0.495474623893102,6.77831579985924,6.77831579985924,0,0.494797004219436,0.15968402718654,0.252781308526519,1,0.848600835736679,0.878855561841508,0.944133487671733,1,0.600413888309691,0.999999897690459
"15562","SERPINB7",0,0,0,0,0,0,0,0,0,0.112581117470438,0.580627683820484,0.252792449599784,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600429209608573,0.999999897690459
"18805","USP19",2,8,0,0,0,1.96084201018614,0,0,0,0.200068467095558,0.37112935128422,0.25301120777454,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600729948268085,0.999999897690459
"95","ABHD5",0,3,0,0,0,3.45653477845559,0,0,0,0.118708525130273,0.635343970334183,0.253115512680161,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600873275244464,0.999999897690459
"3773","CHRNA2",0,0,0,0,0,0,0,0,0,0.108000186784383,0.6415789945259,0.253202840415768,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.600993240571737,0.999999897690459
"9420","LAMB1",2,6,1,0,1,1.08518921622959,1.51251591544508,1.51251591544508,2.78680117565939,0.884942119275711,0.714086776017031,0.933063416886079,0.271500828800631,0.974158792305535,0.878855561841508,0.947823476889773,1,0.601164425506755,0.999999897690459
"10579","MOCOS",1,1,0,1,0,0.303202606868485,2.95977001245629,2.95977001245629,0,0.212362035175941,0.378841790790943,0.253333303874236,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.601172406924911,0.999999897690459
"10930","MX1",0,5,0,0,0,2.59526220864778,0,0,0,0.14498992024807,0.517384562829858,0.253411154662838,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.601279287931089,0.999999897690459
"12244","OR6P1",0,0,0,0,0,0,0,0,0,0.103772653638182,0.71719480391807,0.25346986782946,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.60135987915926,0.999999897690459
"3832","CIT",4,8,1,0,1,1.03128543965714,1.03019588840424,1.03019588840424,3.04013409747191,0.950034222391916,0.977627919615891,0.997933116598317,0.254079771857652,0.989109986472485,0.978650848679764,0.997982789725076,1,0.601476186292392,0.999999897690459
"12678","PDCD4",1,0,0,0,0,0,0,0,0,0.114418211996782,0.575632305305151,0.253672120342677,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.601637392151693,0.999999897690459
"2669","C4orf45",0,1,1,0,0,1.62637395794006,10.1430953899841,10.1430953899841,0,0.676098897113192,0.102435862309617,0.253722050351997,1,0.914479308627751,0.878855561841508,0.944133487671733,1,0.601705876866606,0.999999897690459
"6885","GAL",0,2,0,0,0,4.69806156930827,0,0,0,0.107559071599614,0.733505292319963,0.253828033703448,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.601851212586068,0.999999897690459
"16478","SP2",0,1,1,0,0,0.772761419109815,9.58060912749548,9.58060912749548,0,0.810375455576853,0.109121445996883,0.253831480924438,1,0.950880734279072,0.878855561841508,0.944133487671733,1,0.60185593904141,0.999999897690459
"10456","MICB",0,3,0,0,0,3.50152731394994,0,0,0,0.115243253362844,0.665343817616397,0.253839248686309,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.601866589181957,0.999999897690459
"1368","AQP6",1,3,0,0,0,3.49241369318821,0,0,0,0.108399974614537,0.725737413330331,0.253915206503516,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.601970720094501,0.999999897690459
"8635","IRX3",1,0,0,0,0,0,0,0,0,0.105741848338169,0.691656240681743,0.253938574928466,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.602002751402221,0.999999897690459
"6357","FBLN5",2,5,0,0,0,2.3977401271362,0,0,0,0.154248204710866,0.467121038503446,0.254130795542295,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.602266148327836,0.999999897690459
"17343","TEAD3",1,0,0,0,0,0,0,0,0,0.114083618747405,0.581886296357994,0.254136072013143,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.602273376543196,0.999999897690459
"3961","CLRN1",2,0,0,0,0,0,0,0,0,0.11380384257025,0.591235165772098,0.254166786908578,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.60231545057518,0.999999897690459
"14618","RNF128",0,0,0,0,0,0,0,0,0,0.111418291911491,0.603505671274329,0.254204024938389,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.602366455181928,0.999999897690459
"4088","COL11A2",2,3,0,2,0,0.534452749491458,2.66285014037905,2.66285014037905,0,0.353113371525866,0.269742440086915,0.254368099928566,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.602591122316643,0.999999897690459
"1554","ARSI",2,5,0,0,0,2.59664832511036,0,0,0,0.12166728835529,0.617692615934317,0.254660445240741,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.602991167179525,0.999999897690459
"10416","MFSD6L",1,2,1,0,0,1.22548097595495,10.3501031418545,10.3501031418545,0,0.808263315583953,0.0984496944115543,0.254720916028071,1,0.950324745585135,0.878855561841508,0.944133487671733,1,0.603073873407316,0.999999897690459
"17524","TIGD1",0,0,0,0,0,0,0,0,0,0.111208397400829,0.609781339543058,0.25473174053144,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603088676625031,0.999999897690459
"17338","TDRD9",0,1,0,1,0,0.261188374560325,2.07323141108082,2.07323141108082,0,0.169085333198483,0.542104069935227,0.254843958590872,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603242115076615,0.999999897690459
"12692","PDE1C",1,9,1,0,0,2.37353019874546,2.03733227994919,2.03733227994919,0,0.102178882990076,0.546632149451598,0.254850978123468,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603251711409966,0.999999897690459
"15735","SHPRH",3,10,0,0,0,1.49765975528385,0,0,0,0.398892696064005,0.205823428333004,0.254867910545162,1,0.826731031671973,0.878855561841508,0.944133487671733,1,0.603274858759949,0.999999897690459
"13662","PROK1",0,2,0,0,0,4.75733797315773,0,0,0,0.105131345238793,0.77619102263102,0.255084163405022,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603570386834653,0.999999897690459
"3412","CDADC1",0,3,0,1,0,2.3535081606213,6.36189649431665,6.36189649431665,0,0.269380070575983,0.171110668576101,0.255125227314545,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603626483471468,0.999999897690459
"4487","CTD-2132N18.3",1,1,1,0,0,1.00421135978632,10.2507107051721,10.2507107051721,0,0.996913780518262,0.0995116434774066,0.255146868755777,1,0.999180057010463,0.878855561841508,0.944133487671733,1,0.603656044778926,0.999999897690459
"15871","SLC17A8",0,5,0,1,0,2.45557699144135,4.41356271951697,4.41356271951697,0,0.169089517247803,0.253449183672019,0.255194260631527,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603720773696521,0.999999897690459
"6750","FSCN3",1,4,1,0,0,2.26000134666005,5.46032573921524,5.46032573921524,0,0.229244542077852,0.19887952937625,0.255340967829664,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.603921093988375,0.999999897690459
"15654","SGOL1",0,0,0,0,0,0,0,0,0,0.11700952390384,0.551260228079197,0.255428664025659,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.604040797874719,0.999999897690459
"16844","STH",0,2,0,0,0,4.7138941697474,0,0,0,0.10690272658773,0.753702829255564,0.25551619148715,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.604160241419344,0.999999897690459
"12700","PDE4DIP",4,9,2,0,1,1.18912954878671,1.87785580522328,1.87785580522328,2.00756041301358,0.716573715015076,0.453152927401416,0.742922317899515,0.343940084498441,0.92553667965668,0.878855561841508,0.944133487671733,1,0.604166481516313,0.999999897690459
"6158","FAM200B",0,0,0,0,0,0,0,0,0,0.111420911506783,0.61304173371654,0.255568022812981,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.60423095842594,0.999999897690459
"9839","LRRC7",7,12,1,1,1,0.928511410470102,1.26492388725534,1.26492388725534,2.71411612194016,0.857160542439544,0.765326070851834,0.923055123372982,0.276947245103539,0.966126926123583,0.878855561841508,0.945262270436137,1,0.604325834642913,0.999999897690459
"4675","CYP1A2",1,3,0,1,0,1.80840645307985,8.26504318159411,8.26504318159411,0,0.424415846821485,0.126337088572626,0.255710534239279,1,0.83238371519821,0.878855561841508,0.944133487671733,1,0.604425342288359,0.999999897690459
"7429","GPR52",0,0,0,0,0,0,0,0,0,0.108620242131501,0.653500352051241,0.255800511369805,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.60454802910072,0.999999897690459
"5061","DICER1",3,6,0,1,1,0.855000065783853,1.21222266220864,1.21222266220864,2.74211465872201,0.773814625673801,0.859904921714307,0.930938293654065,0.274823695485546,0.940742444899694,0.889341592822101,0.947118160330654,1,0.604607182535788,0.999999897690459
"2012","BIVM",0,0,0,0,0,0,0,0,0,0.117280033649461,0.552505028126388,0.256097442144404,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.604952679596256,0.999999897690459
"4062","CNTNAP3B",0,5,0,0,0,2.57275250635146,0,0,0,0.148591519624519,0.511750322665688,0.256235482593531,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.60514068072342,0.999999897690459
"5551","EGFL8",1,3,0,0,0,3.38587150259097,0,0,0,0.116526695705946,0.658516866424016,0.256286549549393,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605210211384601,0.999999897690459
"7611","GTPBP10",1,0,0,0,0,0,0,0,0,0.118073564948476,0.555830521310363,0.256368638359152,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605321958798659,0.999999897690459
"16659","SPSB4",1,0,0,0,0,0,0,0,0,0.107304204924549,0.688467386456519,0.256522837785107,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605531799267807,0.999999897690459
"11133","NBEAL1",4,9,0,0,0,0.973019280371001,0,0,0,0.95429623606053,0.103607256591691,0.256653384994872,1,0.98980949683944,0.878855561841508,0.944133487671733,1,0.605709380440134,0.999999897690459
"6660","FOXB2",2,4,0,0,0,2.96059260175228,0,0,0,0.107874169384126,0.750615271388507,0.256668143813267,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605729452433875,0.999999897690459
"19946","ZNF749",1,1,1,0,0,0.329494321427858,3.499174409225,3.499174409225,0,0.249588476754903,0.319022244624853,0.256710389339541,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605786901660618,0.999999897690459
"10835","MTFMT",0,2,1,0,0,2.14094959738511,7.99873121962594,7.99873121962594,0,0.396355257007098,0.133178592761985,0.256737208662164,1,0.826731031671973,0.878855561841508,0.944133487671733,1,0.605823369354825,0.999999897690459
"8113","HRG",1,1,1,0,0,0.374534413037819,4.46758300414661,4.46758300414661,0,0.314370849222809,0.246705012740321,0.256741007274131,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605828534307969,0.999999897690459
"7411","GPR20",0,3,0,0,0,3.66196309942988,0,0,0,0.103904743533259,0.818314220067149,0.256829432216612,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.605948749367456,0.999999897690459
"17508","THUMPD1",1,0,0,0,0,0,0,0,0,0.116235870946745,0.577361969420349,0.257057871241019,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.606259174816214,0.999999897690459
"3735","CHKA",1,0,0,0,0,0,0,0,0,0.117345749533557,0.567316804902942,0.25720422500963,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.606457948029633,0.999999897690459
"7684","HAL",0,5,0,1,0,2.50461479263675,4.10867981676279,4.10867981676279,0,0.160138640046258,0.273321563317972,0.257352976476308,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.606659892387946,0.999999897690459
"17095","TADA3",1,1,0,1,0,0.901440613322738,9.92715631731022,9.92715631731022,0,0.922963810515772,0.103122559424531,0.257353835280711,1,0.982451171743106,0.878855561841508,0.944133487671733,1,0.606661058047471,0.999999897690459
"8097","HPRT1",0,2,0,0,0,4.65599993790653,0,0,0,0.109331434249141,0.735128993991046,0.257394517650046,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.606716273148301,0.999999897690459
"14289","RBM33",2,1,0,0,0,0.2658852104471,0,0,0,0.151290545864521,0.34738075686672,0.257402131732041,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.606726606451149,0.999999897690459
"8287","IFFO2",0,0,0,0,0,0,0,0,0,0.110315803575291,0.642379222095707,0.25751141992113,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.606874899971022,0.999999897690459
"3708","CHCHD6",0,1,1,0,0,1.2738133864313,10.3863700653315,10.3863700653315,0,0.830876301754268,0.0997775246279814,0.257605546854745,1,0.95783427694199,0.878855561841508,0.944133487671733,1,0.607002583953753,0.999999897690459
"544","ACVR2A",0,0,0,0,0,0,0,0,0,0.11651752444176,0.568977189438008,0.257636252687624,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607044229235677,0.999999897690459
"19112","WDR88",1,3,1,0,0,2.14290306457923,6.6858595722892,6.6858595722892,0,0.309872293418106,0.15953037704676,0.25765445769881,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607068918348129,0.999999897690459
"11861","OGG1",2,0,0,0,0,0,0,0,0,0.114611232442065,0.60424450672822,0.257667290510283,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607086321064932,0.999999897690459
"3481","CDHR4",0,0,0,0,0,0,0,0,0,0.115180608298685,0.583387390356483,0.257699435507822,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607129910444189,0.999999897690459
"1174","ANKUB1",0,0,0,0,0,0,0,0,0,0.115867476240326,0.576303295301289,0.257738293304314,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607182597184967,0.999999897690459
"1129","ANKRD24",2,1,0,0,0,0.254796844729906,0,0,0,0.136937358624191,0.407716260100908,0.25776676711241,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607221200702345,0.999999897690459
"17934","TMTC4",4,1,1,0,0,0.314998531515588,3.00913803942259,3.00913803942259,0,0.204623060407769,0.365437283407799,0.257875264307332,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607368267530344,0.999999897690459
"19252","XYLT2",0,0,0,0,0,0,0,0,0,0.111343386210042,0.631342505748832,0.257929965378901,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607442396958134,0.999999897690459
"6856","GABRG3",1,4,2,0,0,1.25938447140605,4.78015212985367,4.78015212985367,0,0.726785570830093,0.0997215844410609,0.257944425916491,1,0.927398912527527,0.878855561841508,0.944133487671733,1,0.607461991552722,0.999999897690459
"3020","CASS4",1,4,1,0,0,2.04099592521294,6.49843982264325,6.49843982264325,0,0.290144376055245,0.164571328554694,0.258001274904085,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607539016299029,0.999999897690459
"6243","FAM47E",0,0,0,0,0,0,0,0,0,0.115313905292884,0.583864825119107,0.258003689417938,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607542287448771,0.999999897690459
"19193","WWOX",0,3,1,0,0,2.23223968270997,6.77276995013957,6.77276995013957,0,0.298526141554139,0.159826810848554,0.25802727959914,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607574245908913,0.999999897690459
"9805","LRRC36",2,6,0,0,0,2.12171756891976,0,0,0,0.190204664900222,0.390793772465391,0.258062037864527,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607621330241227,0.999999897690459
"6443","FCHO1",1,5,0,0,0,2.52473209766429,0,0,0,0.142529341453085,0.528486957220626,0.258070342422057,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607632579089741,0.999999897690459
"11080","NADK2",0,0,0,0,0,0,0,0,0,0.11818022693375,0.555650990378498,0.258147293668749,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607736799858399,0.999999897690459
"12935","PIAS3",1,3,1,0,0,2.15746316608078,6.60371622759461,6.60371622759461,0,0.305828637023182,0.161703775079802,0.258234610442836,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.60785503164701,0.999999897690459
"6725","FRG2C",0,0,0,0,0,0,0,0,0,0.117585961211189,0.562126633788676,0.258277017140182,1,0.825765404373043,0.878855561841508,0.944133487671733,1,0.607912442031497,0.999999897690459
