patient_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
TCGA-WA-A7H4	37.94271677957249	-8.436499316257994	26.554901859301985	8.322277106009253	20.013614428963933	33.90639038946786	-11.606410971887506	8.720650974060092	-12.31824756118781	-0.19102768109061508	19.467975329693303	2.6988466685112824	-3.2437145606087867	-2.032785149676638	1.5617503150155922	0.5388951773424875	2.0548420014788995	-10.04644299041917	-0.4300370524970205	-5.615349608175251	-0.9124569042340909	0.508533545661777	7.710584607289949	1.1423061273647548	-3.121740084172375	0.7756099626974846	1.8271471973145506	-0.6724198916513728	-1.3788088948848927	-5.295869822472519	-0.12803733211296553	-2.2962507363123734	-1.679574246380438	1.937539188458885	-2.8148046279426993	-2.1253250834226023	-3.3310486616548403	-2.292996215228353	-1.8557052102307097	-2.3518641520500623
TCGA-CN-A641	-36.588815841575226	26.24480232121047	20.593152161443008	-8.311547427726623	-8.467671950243385	10.646198405584542	-1.6438761161816018	14.425260101233405	-8.888443004869274	-6.660659305980278	3.7410309728720392	-0.7539657468693477	-3.632733429966869	6.722603811063561	-9.148936041212876	2.957781916892687	-4.415453396008427	-1.5583053873748725	-4.324722067421646	-0.6630161466150639	-2.1889855795036794	-0.13681170900026984	0.5946889883760704	4.63614756882555	-1.7790070341994304	-0.6810086023533524	1.9580131342435152	0.06504240823097263	6.90951130399257	6.543460516699746	-3.5866348685861134	11.584847799832623	-3.254303335497219	0.988112293889003	0.3936597839747673	0.7935283812486773	0.3074859942511736	2.1370656451156	2.3426747290274506	0.293614444815109
TCGA-CV-5978	-15.318069242456872	-26.67265130850187	7.080135370391357	21.387587191966432	-19.562575192768655	-13.922206631480236	20.479334331786504	-11.271409352706385	0.1280343310643559	-15.928462281646748	0.28401990437068036	-4.42638933502948	-4.447306994996694	7.925099096122285	1.1989846276609715	-6.55365756608767	3.7375918352697006	-7.367900074054539	5.796528551472505	-4.215827382033318	8.391787561729267	3.4316627200527137	0.5415469407460023	2.027944323740087	-3.5204466848495124	-1.8797237190154341	2.9870707829434267	4.078141460784835	5.903494940062577	3.1772868878552156	9.108145215204285	-4.777380921036183	-3.8056942954519553	-2.828038549105081	1.0443849161177274	0.7289522048767267	2.974532414554311	-2.7937016321405927	0.914497648097111	1.908152832434336
TCGA-DQ-7591	-9.843636011293505	-51.66594696968356	10.999530829923664	-22.82119793530117	3.55090555740847	-28.147335971124605	-14.607148155549012	1.2423503236784654	-13.324801296907829	14.444541735674457	3.925131662952836	-3.8587805592287623	-8.436527441158333	2.315612259920229	1.092681098162192	-1.4383152800241046	-3.8428980217032453	-1.9201624063920164	4.2671299095824935	-0.8450120917459287	-0.9682764115925266	-2.599671228790811	-2.937830001361192	-1.7851820629103585	-1.5571353395644296	6.161706210944572	2.293216384458031	-2.44095978000783	-6.216935481044457	0.22987939915022793	1.1546403434404215	5.453315141468842	2.3549956376160948	-2.3513043590919764	6.075278198499435	-3.8200216268550307	-6.280068882681334	5.782967388482595	-2.4048012829762904	-2.54414713273858
TCGA-CN-4736	58.44323652654809	5.741267770929909	-0.5097140839206649	1.429569850567404	5.8712424830570455	-11.04959828366998	2.464820761891346	-6.04311085263565	-16.627376727255744	-4.317789030842874	1.6890097777675948	9.64048299746188	4.301182507010665	4.2610531192961005	2.2746427450679576	-4.852858253357086	-3.935805820525065	-0.2620241115932842	0.41108016947235626	5.266885521063642	-2.981242454625182	4.9527543359955075	2.2076032685440836	-1.5373843981548134	-6.21465028421181	-0.9394672439736977	-2.730406649323072	-7.178853102030217	5.205068771177228	0.7530341378526266	6.95562671899738	3.2843442393056037	-2.3711873349418053	-2.1946879502712022	0.7842646821610728	-1.9716964043632856	-0.05322609053011007	0.8293181270181993	1.1950254612971634	-0.7512878206880309
TCGA-CV-5973	-21.299575491675498	39.60974437859275	-12.426269374670966	-15.534208138256844	1.9748332278801684	20.121864929537452	-3.6993362899431332	2.538813486053016	-1.2630010884327447	6.42662462419908	0.710592831058733	1.2612791743590082	5.997108950882637	9.693966094859483	10.30967764173923	-0.8705823746714696	1.2315432312140935	6.76037151792675	5.330196587893514	-5.682168601303914	5.369560090839194	8.980159495936778	-0.34441836115146174	8.996366261292543	14.494527643023082	7.257415510473421	-0.032929156547870875	-2.991819002355612	1.2277313374767367	4.8735399757668745	3.3283307811802816	-1.28813948236904	-6.5644867451566435	-9.877241497000902	-2.7367341749586434	5.226672486924684	-8.106918975591661	4.261561574157516	0.11704106391108482	1.1421509535536565
TCGA-CR-6474	37.411170081628	-20.147891087842012	2.7767411189206648	21.963042098794617	10.103123398615622	15.614707136062819	-4.4583011271271715	0.3124601700814367	12.606808715361225	5.034751216929807	-1.941734507593722	-6.8356058338048005	-4.740409894351494	-2.1849953012677865	-4.706748426580359	-1.33495494631301	-1.3068791209929884	1.9633726899065351	2.180357863937129	1.5613729245573609	-7.351286975992863	-5.897688977342185	-1.6744209257692617	-5.630986502778168	-1.270985268375286	4.171829387568917	1.367291540273964	-3.034064410573272	-2.555551451019996	2.621580141951135	1.1910583469740041	0.6051001065174901	-1.7273510256164868	1.0932270853295876	2.6807214424671755	0.4286306084556344	-0.001086366696171126	0.41439438298739795	0.5322773325484711	4.302016357377731
TCGA-CN-5367	24.03389525144553	-4.445466229467598	-7.6010090457755535	4.1354788091215084	-2.380159904989142	1.4849939883235237	-6.331172712594864	-9.191521891522186	-13.713973848054842	1.8388781998370778	0.6305857534544685	1.9168741175602975	9.729487988070876	4.52215558044028	-1.0715960587690585	3.127077926574737	2.120202062465893	1.8888883042283098	-3.192025704997814	-5.168187513398273	-5.9182082590440785	-4.051952254530043	-5.474892888968796	-2.368891479977165	-2.0690847296762938	-2.6985123028431515	-9.144206085948975	2.4098546332076367	3.2659863359570362	-4.769536793480674	-0.2244283879094655	1.9158408602778891	4.683462593099093	-2.3191747397886644	-2.7454880226597638	8.871234839458083	-3.937202348947416	0.14175279912936212	7.066724170192664	0.23068801075764966
TCGA-UF-A7JD	39.85336597505112	-38.081836195685796	2.5612464333986438	0.25574496072620434	-3.6032246941929174	11.803026785006253	9.889006029852993	20.231848143004356	7.363170939570395	2.5009455787075137	-6.5380621220128745	11.053438434916266	-1.2098505743713943	9.606219506886653	1.289340380458997	3.351445288827607	-0.40545100421671165	12.606674115681777	5.948889637427307	3.159786961104544	0.22838949400441777	-4.13052394418947	2.363777335342334	0.9655876445817029	3.706833190302224	5.40340783246283	-3.239014675795005	8.072099077067957	1.9149682627824607	-1.289653031751639	-5.909811416924689	-1.0095856489351362	4.128672138209116	-2.833301776297546	-1.434314468464704	7.207975437000194	0.10102889147385952	-0.8845208831790874	4.672899660097727	-0.985749984483899
TCGA-CV-A463	-26.338463566085068	27.604994911720524	-29.62773484991541	0.45079655267717555	-12.452915488425717	-15.83392659326573	-3.852926539496707	2.4738867873785892	-9.143367427901168	-1.7780003954145336	16.679788911742804	5.93305348944611	3.829065764213169	-0.05414853991991464	1.8670292867918867	-8.138285340784838	7.400611478380156	-10.558156222835816	-12.127059903946186	7.004733968926601	-2.030135865742835	4.242265695727539	0.10731451630137201	-1.3168348023368424	-3.4986429783015134	1.553229498413228	-2.1072461636289788	10.115178259501853	2.2781676737952647	-3.2908894472098043	-10.47089781099562	0.44501236709717773	1.9937196338341598	3.4081314548616604	5.92436076389145	3.6885131125454365	-1.9859207353106854	0.37865849358210646	1.5855505858363266	-5.702264195647338
TCGA-BA-A6DA	-35.47091662625136	43.087393657669054	-14.030679979508182	-17.125254395029145	5.530370638138507	18.223618149255557	15.554230420878781	-2.0887278095228368	-1.507078763751835	0.8474135330185071	1.111179988492239	-1.218488056516775	-4.813349712227961	-3.389647323459826	-1.7797920755668688	-8.93476070790332	-6.450026054828676	8.479465266657954	-0.8613897341616266	8.436163949911077	3.080588854863528	-2.760532564075241	-11.461397922402647	-3.0094973753609793	5.90315008456048	-6.981828703410495	-9.63694085471977	-6.908471868827924	-0.5210075393105882	3.55585547256303	4.023277906492933	-0.14410783156576912	0.4926882219855253	-6.537696938371617	0.7007564987659745	-1.81974820198527	4.816168419596249	2.3633939681812137	1.2488007226401656	4.9133111986857685
TCGA-T2-A6WX	-17.758316790154176	-28.53639655452602	-42.992882282427026	-13.73150664788784	14.3230728233533	-10.562551876691302	-15.48794173587953	-18.554019851353118	-2.7725408610160827	-12.585924770637652	-6.5627687649276965	-0.4236720059209498	10.452249965893973	4.734556964698445	-0.9084230984585293	-13.535914750302725	1.140438372893378	-0.016729641548003826	-3.997205125124786	2.5942120266037136	-4.498452567633841	3.3661575341944427	4.6215534965691205	8.679102712259827	2.6901271382977305	-3.764982061586773	1.6694814216784035	2.8971821571775784	-5.478686848239876	-0.9731408317300971	3.0921950641731284	-3.340688607422752	-3.114142755176652	-1.3073296556631746	-3.980263534223768	-3.918028230823232	-0.7102529099550594	-1.7451405086049903	2.1244820567224174	-0.7103135368896751
TCGA-UF-A7JO	-11.473260689795936	-8.315471236962054	-2.2679587799944265	-9.437592014896339	-4.370509536626415	-13.573920834107525	10.752369089175744	-29.533123390650374	-3.716751444991445	-19.21339415095308	-2.989328382649262	2.3056469340508983	2.3088196091532573	5.6423500018150605	7.888528172925733	-5.993200540023027	-1.978480083288801	3.468485764931593	5.0284510469540855	-2.4329122544356068	7.877183086576075	-2.3273258352743866	7.137178017779302	1.5258169515160773	-3.63781382966137	1.7796895812695315	-5.5875712014396814	-7.79034256246797	-1.7819367164775368	-1.193707379599946	5.570313150074509	1.4786684228580071	3.8524709231740095	-2.5572071792731563	1.6583657341902494	-0.11459500821048607	0.6828257215663811	5.291449031160918	1.0876774982841155	-1.4343492650629521
TCGA-CV-6948	-25.254510098290815	-28.72608452529444	20.366117957070248	-9.904204436278718	-11.090155031456362	-8.247229922500523	3.67639930758304	-9.234599637021446	-7.753448520584797	-8.194260497823983	4.271338885804639	6.325181507805584	2.2861301253778947	1.1897499862492609	15.953636937691295	8.916998340972873	-1.5824639885229281	0.030968499582627373	-4.305791268934719	-2.476945689693153	-17.612368101994726	-1.0960135547221341	-1.6213169083987324	-7.79713550498008	3.5271890721063213	-9.057407526474524	1.4369934147043626	0.22766580025583494	0.1835318501361236	-2.763909690811838	-1.4999865826303864	-2.407988505302697	1.70430482561735	1.5168551744463912	0.008230019990886461	-2.0642337674577647	-5.829476140362637	4.786010561612142	-2.933775886822236	2.6940933146020356
TCGA-CV-A464	51.82946729241118	-2.7390456069942104	-8.547207100351185	2.0463173756551782	0.3819546616471712	2.4346325732349214	5.865903841563309	-3.2147154750466456	-9.246873899288047	-0.21799031409513425	-1.5401776036949144	-5.308290864748498	5.4122812514700165	-0.4437797700945083	-10.70107371244657	1.282757087552854	-3.989673620163579	-10.806766047502965	-0.3905584296857434	4.747288037506891	2.144204398873484	2.206381349528513	7.119296867950759	-1.8935776091322865	4.067853885731774	2.8044004881082243	-0.9473381472397406	-4.42308345866541	1.522355987560788	-7.048338190645451	3.8353786013363154	-0.6886216917505266	-0.4067863342503637	4.149730934854347	2.5966216986701762	3.075651185145041	2.5669332246334946	1.4763586491155571	-0.6749432818326966	0.48411594228910104
TCGA-D6-A4ZB	-25.411606104325116	17.77185312557816	2.0666656290519114	6.229370131789437	-9.771015514565718	5.41689063360009	17.34336744256433	-5.985395989585513	-6.58340958375976	6.340744768567424	0.8907029079409341	4.832401538832055	-0.8693512514298902	8.66061164871726	-5.839254161234584	8.888278444403259	6.962607133799025	1.3208279179800115	-1.8900960751311722	7.16516324514491	-1.8510791205079755	5.75877586167784	2.1201320808319224	7.233223094432134	1.6056138835142035	-1.0778882148832478	1.1935789137940578	-0.21626566635158895	0.5894016815636558	-0.5244251628185435	1.004541397542857	2.012518238542988	-1.0166669864361517	-0.6399701947084324	3.127939619827074	5.287863519586551	0.503650137435244	-3.752769059207564	-1.4615359175575051	0.950039759971677
TCGA-CN-4740	41.17037401190987	17.24061675352766	20.746298915099743	7.608171234752646	0.6875915144840263	-8.834594709555788	21.83374188435333	6.597296533971274	5.758635009307554	-1.3163608608115833	1.5228084008394944	8.13018873073351	-0.0848716711384867	5.820738535923002	0.139374091096359	-0.4898879435647192	-4.305086594302299	-0.4427549216369542	-5.324848334102683	-0.9034519198489477	-6.724947236358396	-8.32505505514807	-4.543941917728731	1.7135877252686385	-9.35261779626885	-2.7513157221779556	-2.4172006839826174	-3.8710652383070965	3.7459891992277186	6.1069136632931205	3.1785103910649246	5.363291301551257	-4.300133646901476	-0.0884424178885439	-2.2464544094959216	3.3380700319558017	-0.13938950784096704	10.209726102236086	0.6668521535870866	1.6856264721172671
TCGA-CQ-5330	58.817428687088096	-11.108025889598395	-10.670840313677349	4.525436455311407	8.858335059168681	-3.8457081946218494	-0.35433848248126765	-3.235514088441775	-6.838750354800837	-8.4460991062507	-3.2855543099029347	-2.756577055750771	3.7288185105352625	2.31395008617368	10.76096269421046	-5.300178482713866	1.5918782855185682	0.5671169857997569	-2.660286547772568	0.32530472403622923	2.7345940685434726	2.379558259156198	1.6203800481390616	-5.709222697470061	-2.562415305835988	-7.41513740069094	-3.558451146375935	2.4076846696865886	8.219347449295183	0.17515419947868338	0.11771039507997738	-2.3970009272955224	-2.7680444499391594	6.7017610420840015	3.125251733654253	4.644304607066651	1.6568230697655508	8.255437102744583	-1.1103287517691243	3.846585488361317
TCGA-BA-4078	-12.018345839762617	-51.45828788822661	9.022387265862431	11.759561504390788	-11.056936044702034	-10.328426176083028	7.415490371966143	-0.8216012319360715	-3.4626523535753364	7.763486999255813	-1.9675983922157485	-12.09437137595354	0.7633331931840175	-3.1961093091871433	2.645112049166313	7.5099778346516795	-3.6433744318702708	-12.409839602251918	-7.030337000273121	0.7406455212711194	-9.268780837876086	8.349690136549114	3.2850575310494037	-1.4644701358478756	8.930851045018157	-1.019167865234797	2.0800830168155873	4.917042963716678	-2.9541690899403026	1.6553842563915673	3.6826794990743243	1.7222873447047178	-3.941030517440894	-2.537621686933832	0.36842949757887933	-0.3122846171106559	-1.5895532734677147	-1.0844300308465442	-3.8450106654597	-0.7531605364669183
TCGA-CN-5358	32.98541141286215	24.807050106797703	19.061193377573034	17.33644876335663	11.1324484905481	-8.989802840486803	13.571348922658004	14.413689914689087	5.03022556130324	-5.864992151081256	8.287145250842272	1.6862142913411677	-4.817302473076204	-1.9919047695611845	-5.525903425733754	-0.24410679700672766	4.084297002781909	-0.6871359043972163	-0.07653685393203702	3.0670191411264653	-0.4561835996187398	-1.5974843469909459	4.3278850287735295	-2.1055182587472814	-9.580356648474789	-2.129623395628929	-1.6357474375206937	-5.827500981204992	0.27927649608024474	-0.9533101748545825	-0.691923785217182	5.73808863936631	-4.29642184266425	-4.191786219432885	0.20790963685058372	-1.9862245499115545	-3.4476067434682918	-1.1089654222067686	-0.47600245083131654	-2.698348064943218
TCGA-CV-6934	38.4175064415447	-11.580095980480138	14.468847735416691	16.236749375665298	1.9889021812451233	-0.1650567030562513	13.870263836894097	-3.687289893692977	3.0896127825827477	-4.249810666314618	-9.859795932388906	-2.3814882095729333	-1.2803696744550948	5.417020522182913	4.017208839864908	-6.78713514772768	-7.40447031657839	-1.5937483449535392	-5.595441105131798	2.750603518205793	-3.76563968632383	-0.5150329762820718	-2.89547535559786	3.618160922079092	4.070719735727609	-3.7612513294526106	1.219632924362319	0.40536149994439086	-1.0150294605561356	3.3361677262608467	3.0473820526444966	1.9224447754337675	0.3718504965130327	-1.1946692315242657	1.2985550529091192	1.4980566021830484	-2.9080698050290366	3.9971330107004146	-0.8228710086178346	1.6577924952647116
TCGA-TN-A7HJ	-39.59724582692971	26.724277499443502	21.158745511968213	-4.086855911756018	16.73601702525889	15.504437379981354	-10.12961696346369	0.5122461019264364	7.167845249668503	3.9326903775670647	7.578379108180371	-4.572628900892697	6.5931054582716975	-4.155439096524756	3.483308047263362	2.8801935273860746	1.1983214159088256	0.05247080544751981	-3.5031498422246443	-3.4202555343983647	-1.7196212568522782	5.491854078943263	1.7926229713477966	5.5093214577430345	-2.587331503319759	-3.0510547239835475	-3.5069767119447537	-3.144400731584291	-0.9456142112623827	-2.7874012975991302	4.348515902171248	-3.8312680521722093	0.2042854630995059	-2.4150835885752144	1.3106137509618492	5.389784500020099	-0.2095604733651868	0.13218256831095854	0.018532882824839447	1.8584778025043427
TCGA-CQ-6218	-26.404530585468812	30.435443451321532	-4.460527197972713	22.901103880148113	23.748012843831944	15.174289717652542	5.213941839791659	1.2919180962702654	-16.515828034495627	-3.6791823056328266	6.009860810855528	0.2796784312203435	-2.500534115812229	6.282973298029795	5.327861466745285	-3.1161475067653956	-6.592226782030128	-4.863725381315824	-1.4731128565003608	5.63730235248407	1.7988724617654626	-7.049053348346341	0.503514910573891	-5.527094749612274	-7.819879651820155	1.0232083697419956	-0.020809460567043914	-1.8393434795248567	3.7661388892624235	0.06895418980168166	-0.5617663214257722	3.2386371541466517	2.869996984030071	4.267835730482531	-11.618471128438268	-1.2281729449662748	-6.093870835849025	-6.01364633568331	-1.579932311884285	-2.0075902468369726
TCGA-CV-7415	10.650295395055608	-9.179961308896907	-21.68592280593824	12.30466278979624	3.1020532748772496	0.9200681702796061	7.663451347630968	-13.682366625540155	-13.777452887417326	7.184978884556278	-13.930116655898772	3.909132625281237	0.8108707564858406	-7.593064167186601	1.8523230422551826	4.177156575364089	-2.882418006545233	2.65780358022932	-13.766950279426656	1.8721123351802191	0.7660775812450709	0.43116520673390113	-4.728964843275854	-1.9169903426512462	0.7701888034533835	5.625354615290534	-0.0230810044181613	5.493139274289906	-5.317613475715975	0.23285323246919098	8.725855091941181	-0.815536239057117	3.103852915038682	-0.6105335334686472	5.232604748456243	-0.9331222062567832	-2.847982467182426	-2.1487596857866684	5.149288329264223	-0.6450410066844334
TCGA-CR-7402	-22.85549515271081	-4.979931920760379	23.48043509114558	4.314323475578377	12.3454934925186	1.8353160157156907	-13.548505958115513	9.610836005729553	-8.051512252665674	-0.9349052748311841	4.455060981428403	-6.143784945571868	0.6580634449604901	-5.500002007932668	-10.619075877836515	-8.103841914320485	-0.018020380988147622	0.2916549633092842	-1.8440404330870344	-3.489466776559638	2.985275889495952	3.1459049042457607	-4.94449164312811	-4.14231406865467	1.147620785597772	-4.700613315827279	2.2999025676986484	-0.653841810352759	1.3997911472137456	-9.525401062947058	-6.529007303794211	7.168298453282034	-2.199616622705876	-5.962426550092971	1.2867516353718056	-5.363485426825434	3.964139760619581	0.3162425205614925	-0.07880241519989184	2.3728127561362378
TCGA-CX-7219	-13.483136256942188	8.092364094835744	-1.04054842998843	20.752456138032898	12.384071316230475	-5.734289662181766	2.617493395476785	7.628147208138728	6.582488007493282	-0.707074421520181	1.893968605874619	15.770893182237197	-6.076630846011959	-7.0934624517018	4.066340985585292	2.3846749380427763	0.2441196591825836	-1.5207486546824711	5.998561388866175	-0.4412189188290512	4.329663826156811	-7.10935526592413	3.554663965521577	-3.932053873795283	4.971044250881835	-2.7147456802472796	-4.658537238470906	-3.664854698060978	-1.113075465552102	-3.9969969204644693	0.31583846260443327	5.656826706668319	-1.0930099458054672	-2.9972419997576267	2.52598882713777	-2.2329781912073585	-5.344680425797172	-4.436122203573559	0.6197668169099373	-1.1916036189165595
TCGA-UF-A71D	-44.832925296814864	18.93270897470194	25.17783058364143	-8.992809347581016	-4.161488871617848	-1.3478516533057388	-12.017505968588104	13.229037776187994	-1.6320217101387584	-8.3977845191239	0.44901671156819134	4.082412408380988	3.6298381652837968	1.4963537085729293	-0.22627906513246465	-8.38081002754196	2.713081576519315	-8.980510119048986	-5.294733412327247	-0.9135427577682123	3.3555867393029146	0.8743217854915457	-6.920169245213295	1.366427170490141	0.17718340543459377	0.40825362352700356	2.4147661875660047	3.9633389114788464	9.71190388390998	3.756945414303887	-3.7579680604272454	-5.350987986931081	2.0998819902026256	-2.0214444704813346	6.498997921779439	4.2252807712083325	3.102811707254311	2.7946210024458944	4.7037955301565475	6.542459737923284
