,gene,cluster,t_stat,p_val,log2fc,mean_cluster,mean_others,corrected_p_val
3039,9499,7,6.649856908861735,1.2475378872164271e-08,2.106029976506485,6.023250171552661,3.917220195046176,9.717919277245782e-08
3049,6373,7,2.535682434517775,0.015572113829098514,1.2373426631497129,8.76008099229987,7.522738329150156,0.03139539078447281
3083,3434,7,5.347903220365563,3.035812658043799e-06,1.264715235634899,11.050494540518262,9.785779304883363,1.4768319406719604e-05
3114,10512,7,5.8298596827728915,7.114303788137238e-07,1.2054987503040184,11.575712040834812,10.370213290530794,3.940078248881821e-06
3147,4493,7,3.0880917375044734,0.003788998282423284,1.073407900471116,10.55383109767949,9.480423197208374,0.009006681402283842
3178,8772,7,4.369966828551067,0.00010395559881741845,1.0864350467617587,11.296542415058218,10.210107368296459,0.0003593194169537039
3222,1848,7,5.522015894216186,2.5789729441437105e-06,1.0120321742608898,11.872552683668072,10.860520509407182,1.2747472074853063e-05
3352,10272,7,8.556808641456685,2.48768497313345e-11,1.4254173687885778,11.244973536519476,9.819556167730898,2.954933895332977e-10
3394,3552,7,3.570365996696529,0.0009872669501701774,1.2603609119604329,9.860767693267215,8.600406781306782,0.002709945308410163
3464,3624,7,8.37161699097651,1.2255279295238798e-10,2.284170383256999,11.09427187154767,8.810101488290671,1.308101859398404e-09
3568,10409,7,7.424294256461373,1.5060758998393104e-09,1.161811229889965,11.310163794119362,10.148352564229397,1.3606558101315059e-08
3579,51330,7,9.539508936279178,4.5296976274043264e-13,1.0985814400324898,11.827533498422413,10.728952058389924,7.1828703705123124e-12
3585,9645,7,8.500020063959347,1.995147981692919e-11,1.026338804728539,11.362858995704377,10.336520190975838,2.3947762720995275e-10
3656,374,7,6.9203790239112095,1.537318966014275e-08,1.8147061672697724,10.778348028491962,8.96364186122219,1.1774582793790522e-07
3658,8091,7,3.9263896683675306,0.00034682756962648624,1.3961212644542975,9.688157679275024,8.292036414820727,0.001056797012764003
3734,768,7,3.575703430753136,0.0009085144669380969,1.183720954096044,9.660640401745098,8.476919447649054,0.0025153541219950773
3769,4907,7,8.942255416353179,1.932949892295996e-11,1.9075415843636243,11.166185300488737,9.258643716125112,2.3271029553601155e-10
3817,27063,7,10.536553525088815,3.7839525739899145e-16,3.0305570039910403,7.533208791428345,4.502651787437305,9.271553014370388e-15
3844,2069,7,2.74554291956332,0.009089639676989154,1.2890284675635115,8.875576427953456,7.586547960389945,0.019495242237797927
3846,131566,7,7.743587909522427,2.1065832186619442e-09,1.2400981927443127,11.413392322649386,10.173294129905074,1.858066786030381e-08
3854,26499,7,11.094741630600074,1.434118806626548e-14,1.602485063636788,11.77717604981412,10.174690986177332,2.808555802451012e-13
3870,4621,7,5.695384668379978,7.316072004311339e-07,1.6347166643322684,8.027805686622132,6.393089022289864,4.040633485294492e-06
3999,1339,7,5.114450859095802,3.2783538641581607e-06,1.4409907227748362,4.290633491316175,2.849642768541339,1.5847027742154252e-05
4000,3861,0,15.075838531847879,9.196541239098702e-40,2.5097921963728673,19.639068167509787,17.12927597113692,2.724901107881097e-37
4002,3853,0,12.055091479016731,3.930991557503935e-26,1.5884197410834666,19.100866920982707,17.51244717989924,3.474909664091877e-24
4003,3868,0,18.225692783179255,2.4320608354267554e-49,3.009209589008112,18.719160285794498,15.709950696786386,1.4412212358084476e-46
4005,3872,0,13.797491811232819,2.5096481369441613e-30,1.9307659304225098,18.67212129939804,16.74135536897553,3.1617614323705967e-28
4006,3852,0,9.796279044008743,9.967934487581435e-19,1.0284618256806901,18.953112384474448,17.924650558793758,3.337684400969916e-17
4007,3854,0,16.036513351677502,8.947978124296713e-40,2.5287852461535394,18.261460716067226,15.732675469913687,2.7012764148820266e-37
4014,6280,0,14.548424055319968,4.8008381122702804e-33,2.5024795213062063,17.508509500703326,15.00602997939712,7.838103040441274e-31
4015,286887,0,14.416327100908566,4.3255390676847627e-32,2.678894696989911,17.1212994586701,14.44240476168019,6.018141311561409e-30
4021,6279,0,13.885970992503333,2.8934520016246857e-30,2.7181304704979397,16.73831214383802,14.02018167334008,3.616815002030857e-28
4022,6707,0,2.709399205167384,0.007660933717267162,1.14225716246459,11.891075546832234,10.748818384367643,0.016779594726389405
4024,2810,0,14.214098404719186,1.0986993214472361e-28,1.6479291318500007,17.146098090371634,15.498168958521633,1.2123578719417778e-26
4028,5266,0,11.913535898939433,5.042205441625299e-24,3.12931309283967,15.76809657968128,12.63878348684161,3.3475222848964643e-22
4032,2167,0,3.2017850455040433,0.001818925495979259,1.5101490570969194,7.916086796780074,6.4059377396831545,0.0047091922226000235
4034,3848,0,10.75432273875705,1.3743441353836667e-20,4.109149307888682,13.472060179531752,9.36291087164307,5.895309964112244e-19
4042,6273,0,10.314074935064388,7.843335135324705e-19,1.4411719693330678,16.05741361672842,14.616241647395354,2.6644025937408766e-17
4045,6699,0,15.740855431551902,1.0179725480505142e-39,2.967054610323986,15.920585065468893,12.953530455144907,2.9613746852378594e-37
4046,3858,0,6.159585433921159,1.1735465965422196e-08,1.7898233642751258,13.217537473918577,11.427714109643452,9.172811697447735e-08
4047,6700,0,9.966478905034336,4.46370160520228e-18,2.86155642234843,14.760661998086084,11.899105575737654,1.370810473766535e-16
4050,49860,0,4.116959812564057,7.224548783591894e-05,2.0503337773540284,8.520632413320717,6.470298635966689,0.00025813483818104137
4060,1476,0,11.138168553998039,1.477237022946348e-20,1.4855388362112176,15.156632922517614,13.671094086306397,6.319730579449618e-19
4068,374897,0,16.04541992377765,2.2157545396552115e-40,3.4550215759356675,15.220949205719535,11.765927629783867,7.090414526896676e-38
4069,100133941,0,8.499961325034608,7.989891775000551e-15,1.0958866705285448,13.974120250343944,12.878233579815399,1.6120840907945627e-13
4070,7053,0,4.920193086201189,2.805356555538039e-06,2.315705624308735,10.063930130732054,7.748224506423319,1.3755962270489925e-05
4071,51458,0,4.523460802627472,1.44162445386126e-05,1.5441740127369474,12.578607627443485,11.034433614706538,6.052477371235938e-05
4072,6698,0,10.501481924945706,1.795285741144773e-20,2.617320981461603,14.573633121546262,11.956312140084659,7.539257705594848e-19
4074,2706,0,14.303735118968985,3.117615394426045e-32,2.233265884913811,15.57845985442074,13.34519396950693,4.453736277751493e-30
4077,6704,0,11.396363331040211,3.3588285137382957e-22,3.4452417331371574,14.205893000998183,10.760651267861025,1.7854237946781638e-20
4080,3728,0,13.12775849193376,2.62755527854507e-27,1.0351903926038304,16.2446802433502,15.209489850746369,2.4995337868900863e-25
4081,360,0,9.782937047900461,5.666397534556092e-18,1.8212193328865958,14.666865920375416,12.84564658748882,1.7041797096409298e-16
4083,6278,0,15.276698563439087,8.240925929364646e-37,3.6824641058192107,14.792679517068676,11.110215411249465,1.8062303406826624e-34
4086,6590,0,11.811720590293302,6.725644879579254e-23,2.1955666810096552,14.302799323416977,12.107232642407322,3.87087475083698e-21
4093,5317,0,10.38946691499987,4.318265389795895e-21,1.0082390190214046,15.869757586824399,14.861518567802994,1.957287428802672e-19
4097,9547,0,4.278075365122727,3.5225581474690516e-05,1.078224302915368,13.559664673716526,12.481440370801158,0.00013560184435162855
4107,8581,0,7.714773226920428,1.7251907833160777e-12,1.8284342469249406,14.215997415279718,12.387563168354777,2.4733918040373873e-11
4108,6703,0,12.982354821465142,7.852238818996744e-28,2.993383934918217,14.35393606328316,11.360552128364942,8.053578275894096e-26
4112,1475,0,9.459369223806672,1.6177859118832323e-16,1.7047267078611341,14.133192504827974,12.42846579696684,4.181676024253912e-15
4119,3963,0,8.565301181636627,3.3126447497974753e-14,2.1630454598687905,13.766131790266984,11.603086330398193,6.191859345415842e-13
4123,810,0,6.001479673558334,2.369310297591673e-08,1.2068727251560407,14.531755159813946,13.324882434657905,1.751800589716579e-07
4130,4502,0,7.261202987903793,2.8578329415739223e-11,1.2484827043002351,13.644675340353587,12.396192636053351,3.349840810636099e-10
4139,9636,0,5.465641700515304,2.8643832668102484e-07,1.1939248893129086,12.726168624038317,11.532243734725409,1.7184151581913753e-06
4140,11005,0,5.7320847536166655,7.26578027087616e-08,1.5068641812911672,11.882797208664241,10.375933027373074,4.868194486349186e-07
