,gene,cluster,t_stat,p_val,log2fc,mean_cluster,mean_others,corrected_p_val
2647,374918,1,10.961461889603727,1.3105564651286881e-23,2.7015658287552453,9.734955172426485,7.03338934367124,3.415130853755539e-22
2653,144501,1,12.04973779469616,2.6284626808956365e-27,1.7570425661920286,12.027924681099021,10.270882114906993,8.986197199643202e-26
2666,6236,1,4.732641853880987,3.8273453718656475e-06,1.0195692687297147,9.88463480733802,8.865065538608306,1.4777395258168522e-05
2678,6318,1,8.744008017908882,1.901192119248721e-16,2.0791139325391157,10.845911799807729,8.766797867268613,2.5189824410969242e-15
2698,2312,1,8.994259149361158,1.5318367036556114e-16,2.4411079967542637,9.039380844997176,6.598272848242912,2.056156649202163e-15
2711,132724,1,2.9821556033204306,0.003192751437647301,1.027724032791692,4.90206490411429,3.874340871322598,0.007096974576598612
2722,3890,1,6.352570216684797,1.5088584230514592e-09,1.4898741029016338,3.7487210757405967,2.258846972838963,9.242624337221802e-09
2742,7056,1,9.03262638289859,7.640009603490556e-18,1.0723605754826977,11.962386855107413,10.890026279624715,1.1753860928447009e-16
2770,10345,1,3.130516045661991,0.0019731239266045472,1.1272361391177737,4.787789771510641,3.6605536323928676,0.004607411387284406
2798,9407,1,8.603387918844208,3.069583009350255e-16,1.8701754463985,11.160649420844022,9.290473974445522,4.005981088874721e-15
2800,8048,1,4.1300747841063785,5.1271817713942e-05,1.772484530382192,5.3265250038430185,3.5540404734608266,0.0001671452900210008
2830,10158,1,13.437977067013641,1.73261654643209e-34,2.0490189202120934,11.941429854662069,9.892410934449975,1.0191862037835823e-32
2836,222,1,12.525005858629209,1.3551399696788815e-29,1.8175036791590564,11.924390034220263,10.106886355061206,5.465958475652644e-28
2838,6588,1,3.747342816223965,0.00022710155604733958,1.3464255222981123,5.543809209412522,4.19738368711441,0.0006502549922615306
2847,26525,1,14.313927277711825,9.036586956330962e-37,2.833656741586667,11.46882929024893,8.635172548662263,6.45470496880783e-35
2868,387695,1,16.97202523382534,7.921204339610962e-50,2.8948594263418315,11.838553205080697,8.943693778738865,2.0441817650608933e-47
2895,760,1,10.00342142756407,1.3180662540823756e-20,1.588139505460795,11.36512854108583,9.776989035625036,2.578124702361615e-19
2909,6286,1,7.885957292938385,7.304882937194865e-14,1.7027593318847316,9.944747195069494,8.241987863184763,7.530807151747284e-13
2916,4608,1,4.311162245415814,2.4472691072142158e-05,1.867967374748683,6.2263216903195335,4.358354315570851,8.413473509975817e-05
2924,83481,1,7.98645262236089,3.7095778184178344e-14,1.0845353774561168,11.47897089028272,10.394435512826604,3.9202935993847653e-13
2937,11202,1,16.88399972667332,9.950513718080465e-51,3.0727548822210426,11.531461526407698,8.458706644186655,2.843003919451561e-48
2955,53905,1,12.673353979208953,9.393506521068913e-30,1.1937435461644288,11.942761091810093,10.749017545645664,3.834084294313842e-28
2964,729884,1,5.71414321834809,2.7675736670725284e-08,1.3780593196886652,9.459936095825249,8.081876776136584,1.4508905200904474e-07
2968,29984,1,12.045943251529353,9.010338461092964e-28,1.3736121977248423,11.743049616362159,10.369437418637316,3.261660981391118e-26
2976,442721,1,3.569744795307406,0.00043793742344618844,1.297624162990766,4.243979445009568,2.946355282018802,0.0011872244620703177
2986,53833,1,8.904924153316419,1.3178939151357976e-17,1.0847856821534183,11.635833347717176,10.551047665563758,1.959693554105275e-16
2991,338785,1,7.426963215278682,2.270059729847395e-12,1.9968497151014706,5.620598175082784,3.6237484599813135,1.9912804647784168e-11
3028,643161,1,19.034226735455903,2.398498304934444e-57,4.050577498281048,9.940691290338789,5.890113792057741,1.7443624035886865e-54
3046,6820,1,17.601283605812856,1.2769379935398754e-51,2.4455137221085845,11.528060148289384,9.0825464261808,4.086201579327601e-49
3049,6373,1,4.078375728864879,6.234514764506893e-05,1.1269250768014274,8.443248032804593,7.316322956003166,0.00020030569524520135
3080,84651,1,12.218912526574094,1.0391796398629026e-26,3.851205790668165,8.372766958658591,4.521561167990426,3.3387297666277996e-25
3081,79098,1,12.477439498763564,3.2104014366574413e-31,1.2153434874155522,11.712698304937778,10.497354817522226,1.5019421925882764e-29
3086,83886,1,12.098756628998544,5.727735619386125e-28,2.1646865623607923,9.669396324738564,7.504709762377772,2.1019213282150918e-26
3090,1823,1,10.293120164323955,1.500148889165278e-20,3.182761709976865,8.702473542504585,5.51971183252772,2.9271197837371282e-19
3101,11012,1,14.377668817091289,2.7570170147225565e-39,2.3718195117960175,11.500856099582286,9.129036587786269,2.371627539546285e-37
3104,9935,1,12.547344870489818,1.886176662318149e-29,1.314150682808405,11.93368562829977,10.619534945491365,7.5447066492725955e-28
3147,4493,1,5.698830565182001,3.073024803454456e-08,1.0451594611222728,10.329259404222654,9.284099943100381,1.5901810108431855e-07
3153,57111,1,10.841139119985202,2.740802377411774e-24,1.0729898210853541,11.844674651471436,10.771684830386082,7.509047609347327e-23
3207,54869,1,11.933763440054676,5.4967682010059305e-27,1.3863263892915327,10.685453168056231,9.299126778764698,1.832256067001977e-25
3238,7503,1,2.675993958333492,0.008071936697805008,1.2875316973824944,4.932820440503197,3.6452887431207026,0.01620870822852411
3247,57126,1,3.8667358399051213,0.00014821657241780899,1.089410959405301,7.423137326544971,6.33372636713967,0.0004424375296053999
3255,79755,1,9.718116081105153,3.1515669680191166e-20,1.225772686838246,11.323910300223654,10.098137613385408,6.017311633449387e-19
3263,84283,1,17.684890240878552,1.1625022837558151e-51,1.5347455899244018,11.938665540344125,10.403919950419724,3.875007612519384e-49
3284,375791,1,15.630094827200109,2.5013184916438455e-41,2.652724597304962,10.007120644842676,7.354396047537714,2.6680730577534355e-39
3294,353145,1,17.848618491275378,2.103200823015876e-48,4.398410872068574,9.82943483230666,5.431023960238086,5.098668661856669e-46
3297,4753,1,6.043435801012147,5.027998349803227e-09,1.2194104924543208,10.262208810964001,9.04279831850968,2.879311868176508e-08
3306,200315,1,7.4706566015379465,9.815247966698975e-13,1.3247353879758492,9.845689465959452,8.520954077983603,9.004814648347683e-12
3308,29094,1,14.878994811414366,8.26810238361576e-35,1.6067151694184787,11.138802578008463,9.532087408589984,5.010971141585309e-33
3339,8638,1,6.7700389937383605,6.290795142462034e-11,1.0409250436463893,10.1933116551141,9.15238661146771,4.591821271870097e-10
3357,5742,1,10.920114428313438,7.169021778927766e-24,1.406487972304582,11.121740079998869,9.715252107694287,1.8990786169345077e-22
3361,284348,1,16.14852705283454,3.5612673025364034e-40,2.2729453485445585,10.725259452523428,8.45231410397887,3.388326217201009e-38
3367,25984,1,8.527244289621732,5.573551734204134e-16,1.7136880440254423,9.488198463826198,7.774510419800755,7.066309647168473e-15
3375,3849,1,10.338264214020429,7.034084427195533e-20,3.4702990625522023,6.299075962851084,2.828776900298882,1.2966054243678403e-18
3383,5522,1,12.137764113136061,9.161917838144859e-30,1.6792226732907292,11.574049110061168,9.894826436770439,3.7587355233414805e-28
3438,4747,1,6.464816053675685,3.2500705263650806e-10,1.517998644590298,9.66875959135852,8.150760946768221,2.1661826879589735e-09
3446,118430,1,7.383183678962636,2.650002097341366e-12,2.154622163871354,6.030925627613987,3.8763034637426332,2.2993510605998834e-11
